date,code,side,qty,price,pnl,reason,strategy,entry_date,fee,regime_at_entry,replacement_to,replacement_score_delta,replacement_type,replacement_stability_score,holding_days
2016-06-15,US.XEL,SELL,5,31.146507683,-1.81,ACTIVE_REPLACEMENT,atr_breakout,2016-06-14,0.31,,US.TEAM,48.44,OBSERVATION_EVICT,,1
2016-06-17,US.QQQ,SELL,124,98.690626526,-206.99,MA200_BREAK,core_etf,2016-05-24,24.67,,,,,,24
2016-06-24,US.CDNS,SELL,81,23.78,-117.76,STOP_LOSS,atr_breakout,2016-05-24,3.97,,,,,,31
2016-06-24,US.QQQ,SELL,125,96.636645665,-347.02,MA200_BREAK,core_etf,2016-06-20,24.49,,,,,,4
2016-06-27,US.AMZN,SELL,68,34.1925,-2.33,ATR_TRAIL,atr_breakout,2016-05-02,4.65,Bull,,,,,56
2016-06-27,US.AMAT,SELL,125,19.987104437,-32.88,ATR_TRAIL,atr_breakout,2016-05-20,5.03,,,,,,38
2016-06-29,US.XEL,SELL,15,32.257306611,5.59,ACTIVE_REPLACEMENT,atr_breakout,2016-06-24,0.96,,US.SLV,45.95,OBSERVATION_EVICT,,5
2016-06-30,US.ORLY,SELL,29,18.073333423,-1.16,ACTIVE_REPLACEMENT,atr_breakout,2016-06-28,1.05,,US.INTU,43.25,OBSERVATION_EVICT,,2
2016-07-06,US.TEAM,SELL,32,25.99,-0.83,ATR_TRAIL,atr_breakout,2016-06-15,1.66,,,,,,21
2016-07-20,US.GDX,SELL,28,25.383309101,-66.22,STOP_LOSS,atr_breakout,2016-07-06,1.49,,,,,,14
2016-07-22,US.MRVL,SELL,76,10.444340189,-0.79,ATR_TRAIL,atr_breakout,2016-07-20,1.59,,,,,,2
2016-07-27,US.AEP,SELL,41,46.260572916,-1.9,ATR_TRAIL,atr_breakout,2016-06-27,3.79,,,,,,30
2016-07-29,US.INTU,SELL,21,102.992089346,-8.53,ATR_TRAIL,atr_breakout,2016-06-30,4.33,,,,,,29
2016-08-10,US.EXC,SELL,42,17.567602962,-40.68,STOP_LOSS,atr_breakout,2016-07-22,1.52,,,,,,19
2016-08-12,US.MNST,SELL,101,26.8630647,282.78,STRAT_EXIT,atr_breakout,2016-04-29,5.14,,,,,,105
2016-08-17,US.ADBE,SELL,9,99.7,-9.18,STRAT_EXIT,atr_breakout,2016-08-10,1.8,,,,,,7
2016-08-24,US.GOOG,SELL,27,38.103550301,-1.03,ATR_TRAIL,atr_breakout,2016-07-29,2.06,,,,,,26
2016-08-25,US.ROST,SELL,20,57.164568094,-1.14,ATR_TRAIL,atr_breakout,2016-08-12,2.29,,,,,,13
2016-08-25,US.ON,SELL,24,10.71,-0.26,ATR_TRAIL,atr_breakout,2016-08-24,0.51,,,,,,1
2016-08-29,US.CDNS,SELL,10,25.57,1.14,ACTIVE_REPLACEMENT,atr_breakout,2016-08-25,0.51,,US.TTWO,45.68,OBSERVATION_EVICT,,4
2016-09-09,US.SNPS,SELL,19,58.32,-4.53,ATR_TRAIL,atr_breakout,2016-08-18,2.22,,,,,,22
2016-09-09,US.ON,SELL,86,10.26,-65.38,STOP_LOSS,atr_breakout,2016-08-25,1.83,,,,,,15
2016-09-15,US.TTWO,SELL,26,44.17,-1.15,ATR_TRAIL,atr_breakout,2016-08-29,2.3,,,,,,17
2016-09-21,US.LSCC,SELL,153,6.137,-50.36,STOP_LOSS,atr_breakout,2016-09-15,1.93,,,,,,6
2016-09-21,US.NXPI,SELL,1,73.464785337,0.34,ACTIVE_REPLACEMENT,boll_mr,2016-09-12,0.15,,US.COHR,42.21,OBSERVATION_EVICT,,9
2016-09-26,US.SLV,SELL,136,18.41,138.94,STRAT_EXIT,atr_breakout,2016-06-29,4.87,,,,,,89
2016-09-27,US.ADBE,SELL,12,107.78,-1.29,ATR_TRAIL,atr_breakout,2016-09-21,2.59,,,,,,6
2016-09-29,US.DLR,SELL,30,70.204206786,350.25,STRAT_EXIT,atr_breakout,2016-03-08,3.86,,,,,,205
2016-09-30,US.COHR,SELL,51,23.47,-1.2,ATR_TRAIL,atr_breakout,2016-09-21,2.39,,,,,,9
2016-10-03,US.AAPL,SELL,38,25.753910434,87.08,STRAT_EXIT,atr_breakout,2016-07-27,1.87,Correction,,,,,68
2016-10-06,US.TSLA,SELL,70,13.399866,-60.2,STOP_LOSS,atr_breakout,2016-10-03,1.94,Bull,,,,,3
2016-10-07,US.LMT,SELL,9,174.418674269,-1.57,ATR_TRAIL,atr_breakout,2016-05-04,3.14,,,,,,156
2016-10-07,US.ROK,SELL,13,99.966172534,-29.96,STRAT_EXIT,atr_breakout,2016-09-30,2.63,,,,,,7
2016-10-11,US.STX,SELL,56,23.559963242,-126.11,STOP_LOSS,atr_breakout,2016-09-27,2.76,,,,,,14
2016-10-11,US.LRCX,SELL,155,8.527528128,-9.59,ATR_TRAIL,atr_breakout,2016-10-06,2.65,,,,,,5
2016-10-12,US.STM,SELL,147,7.19676363,-58.79,STOP_LOSS,atr_breakout,2016-10-07,2.17,,,,,,5
2016-10-13,US.FAST,SELL,47,7.428563287,-21.93,STOP_LOSS,boll_mr,2016-09-12,0.72,,,,,,31
2016-10-13,US.TSM,SELL,43,22.30356618075,-51.44,STOP_LOSS,atr_breakout,2016-10-07,1.97,,,,,,6
2016-10-17,US.AMZN,SELL,32,40.6475,-6.36,ATR_TRAIL,atr_breakout,2016-09-27,2.61,Sideways,,,,,20
2016-10-25,US.COHR,SELL,12,25.95,-2.71,ATR_TRAIL,atr_breakout,2016-10-21,0.63,,,,,,4
2016-10-26,US.GOOGL,SELL,10,40.713483075,-0.41,ATR_TRAIL,atr_breakout,2016-10-18,0.81,Bull,,,,,8
2016-10-26,US.META,SELL,12,129.89928553,-13.81,STRAT_EXIT,atr_breakout,2016-10-21,3.13,,,,,,5
2016-10-27,US.GOOG,SELL,10,39.415483308,-0.39,ATR_TRAIL,atr_breakout,2016-10-18,0.79,,,,,,9
2016-10-27,US.AMD,SELL,179,7.11,-71.08,STOP_LOSS,atr_breakout,2016-10-25,2.62,,,,,,2
2016-10-28,US.MDLZ,SELL,9,34.990253266,-0.31,ATR_TRAIL,atr_breakout,2016-10-26,0.63,,,,,,2
2016-11-01,US.SMCI,SELL,570,2.28,-92.5,STOP_LOSS,atr_breakout,2016-10-28,2.69,,,,,,4
2016-11-02,US.SCCO,SELL,104,17.109839447,-41.6,ATR_TRAIL,atr_breakout,2016-10-19,3.6,,,,,,14
2016-11-02,US.HWM,SELL,51,17.642162685,-50.05,STOP_LOSS,atr_breakout,2016-11-01,1.85,,,,,,1
2016-11-03,US.MDLZ,SELL,26,34.176158937,-40.5,STRAT_EXIT,atr_breakout,2016-10-28,1.82,,,,,,6
2016-11-03,US.KLAC,SELL,48,6.334757736,-2.82,ACTIVE_REPLACEMENT,atr_breakout,2016-10-26,0.61,,US.TTWO,51.52,OBSERVATION_EVICT,,8
2016-11-09,US.TMUS,SELL,29,48.9526873,-1.42,ATR_TRAIL,atr_breakout,2016-10-24,2.84,,,,,,16
2016-11-10,US.NXPI,SELL,16,84.689795714,-1.36,ATR_TRAIL,atr_breakout,2016-09-29,2.71,,,,,,42
2016-11-10,US.TTWO,SELL,24,45.875499999999995,-59.05,STOP_LOSS,atr_breakout,2016-11-03,2.26,,,,,,7
2016-11-17,US.LSCC,SELL,173,7.5,-9.95,ATR_TRAIL,atr_breakout,2016-11-03,2.6,,,,,,14
2016-11-17,US.GILD,SELL,22,53.361571903,-46.06,STRAT_EXIT,atr_breakout,2016-11-09,2.39,,,,,,8
2016-12-01,US.PCAR,SELL,49,27.649636813,-1.35,ATR_TRAIL,atr_breakout,2016-11-10,2.71,,,,,,21
2016-12-01,US.AMD,SELL,119,8.39,-9.33,ATR_TRAIL,atr_breakout,2016-11-17,2.01,,,,,,14
2016-12-01,US.MU,SELL,66,17.770708216550002,-62.9,STOP_LOSS,atr_breakout,2016-11-17,2.41,,,,,,14
2016-12-06,US.FANG,SELL,3,80.54177526080001,-12.96,STOP_LOSS,atr_breakout,2016-12-01,0.5,,,,,,5
2016-12-07,US.PCAR,SELL,10,31.27346482,21.75,ACTIVE_REPLACEMENT,atr_breakout,2016-12-01,0.6,,US.WDC,47.21,OBSERVATION_EVICT,,6
2016-12-12,US.WDC,SELL,26,43.95651324395,-61.29,STOP_LOSS,atr_breakout,2016-12-07,2.35,,,,,,5
2016-12-13,US.NFLX,SELL,405,12.378,2261.85,STRAT_EXIT,atr_breakout,2015-04-13,7.76,,,,,,610
2016-12-15,US.EMR,SELL,27,44.237426084,-1.19,ATR_TRAIL,atr_breakout,2016-11-10,2.39,,,,,,35
2016-12-15,US.EQIX,SELL,3,291.306329485,-19.39,STRAT_EXIT,atr_breakout,2016-12-12,1.77,,,,,,3
2017-01-03,US.ON,SELL,119,12.378499999999999,-79.0,STOP_LOSS,atr_breakout,2016-12-15,3.02,,,,,,19
2017-01-04,US.AEP,SELL,28,43.075217199,1.7,STRAT_EXIT,atr_breakout,2016-12-13,2.41,,,,,,22
2017-01-04,US.DLR,SELL,4,71.83373712,-0.29,ATR_TRAIL,atr_breakout,2017-01-03,0.57,,,,,,1
2017-01-05,US.DLR,SELL,20,74.1110748,-1.48,ATR_TRAIL,atr_breakout,2017-01-04,2.96,,,,,,1
2017-01-06,US.GDX,SELL,71,20.04521112895,-76.33,STOP_LOSS,atr_breakout,2017-01-05,2.92,,,,,,1
2017-01-12,US.ANET,SELL,262,6.04021875,-84.87,STOP_LOSS,atr_breakout,2017-01-04,3.25,,,,,,8
2017-01-17,US.IDXX,SELL,32,120.01,1137.28,STRAT_EXIT,atr_breakout,2016-04-29,6.54,,,,,,263
2017-01-18,US.AMD,SELL,103,9.45,-0.97,ATR_TRAIL,atr_breakout,2016-12-06,1.95,,,,,,43
2017-01-25,US.AMGN,SELL,12,115.808888665,-25.56,STRAT_EXIT,atr_breakout,2017-01-06,2.8,,,,,,19
2017-01-31,US.KLAC,SELL,227,7.24516457,-1.64,ATR_TRAIL,atr_breakout,2017-01-25,3.29,,,,,,6
2017-02-17,US.MDLZ,SELL,49,33.5393761959,-88.14,STOP_LOSS,atr_breakout,2016-12-15,3.37,,,,,,64
2017-02-21,US.ANET,SELL,227,7.44125,-1.69,ATR_TRAIL,atr_breakout,2017-02-17,3.38,,,,,,4
2017-02-24,US.ASML,SELL,15,104.655258033,-7.75,ATR_TRAIL,atr_breakout,2017-01-18,3.15,,,,,,37
2017-03-07,US.GLD,SELL,15,115.78,-2.79,ATR_TRAIL,atr_breakout,2017-01-17,3.47,,,,,,49
2017-03-07,US.SLV,SELL,74,16.55,-7.14,ATR_TRAIL,atr_breakout,2017-01-31,2.46,,,,,,35
2017-03-13,US.TXN,SELL,6,62.811103467,8.46,ACTIVE_REPLACEMENT,atr_breakout,2017-03-07,0.74,,US.ALGN,42.35,OBSERVATION_EVICT,,6
2017-03-15,US.ALGN,SELL,15,107.99,-1.62,ATR_TRAIL,atr_breakout,2017-03-13,3.24,,,,,,2
2017-03-21,US.INTU,SELL,14,113.009572837,-92.55,STOP_LOSS,atr_breakout,2017-02-24,3.26,,,,,,25
2017-03-22,US.ALGN,SELL,15,110.31,-1.65,ATR_TRAIL,atr_breakout,2017-03-15,3.31,,,,,,7
2017-03-24,US.PEP,SELL,4,84.325744633,0.72,ACTIVE_REPLACEMENT,atr_breakout,2017-03-21,0.67,,US.MU,49.39,OBSERVATION_EVICT,,3
2017-03-24,US.AEP,SELL,8,47.199118447,1.71,ACTIVE_REPLACEMENT,atr_breakout,2017-03-22,0.75,,US.ASML,48.63,OBSERVATION_EVICT,,2
2017-03-27,US.NVDA,SELL,6854,2.665992907,14153.88,STRAT_EXIT,atr_breakout,2015-09-30,22.37,Correction,,,,,544
2017-03-30,US.STM,SELL,190,14.215590784,1192.06,STRAT_EXIT,atr_breakout,2016-10-27,4.21,,,,,,154
2017-03-30,US.COHR,SELL,168,37.35,-350.67,STOP_LOSS,atr_breakout,2017-03-27,12.89,,,,,,3
2017-03-31,US.CCJ,SELL,126,10.480487175,338.16,STRAT_EXIT,atr_breakout,2016-11-02,2.3,,,,,,149
2017-04-05,US.ROK,SELL,12,131.042599989,187.66,STRAT_EXIT,atr_breakout,2016-12-01,2.96,,,,,,125
2017-04-11,US.QCOM,SELL,29,42.393712010449995,-65.94,STOP_LOSS,atr_breakout,2017-03-08,2.52,,,,,,34
2017-04-11,US.MU,SELL,64,26.341044556849997,-90.41,STOP_LOSS,atr_breakout,2017-03-24,3.46,,,,,,18
2017-04-12,US.WDC,SELL,125,56.79391412,-7.1,ATR_TRAIL,atr_breakout,2017-03-30,14.2,,,,,,13
2017-04-13,US.AMZN,SELL,115,44.2335,-15.84,ATR_TRAIL,atr_breakout,2017-03-31,10.18,Sideways,,,,,13
2017-04-19,US.ASML,SELL,14,108.06266254689999,-81.14,STOP_LOSS,atr_breakout,2017-03-24,3.11,,,,,,26
2017-04-19,US.GLD,SELL,9,121.73,-8.93,ACTIVE_REPLACEMENT,atr_breakout,2017-04-13,2.2,,US.ISRG,41.06,OBSERVATION_EVICT,,6
2017-04-20,US.GDX,SELL,138,21.44582933,-100.86,STRAT_EXIT,atr_breakout,2017-04-11,6.02,,,,,,9
2017-04-24,US.VRTX,SELL,8,117.66,27.46,ACTIVE_REPLACEMENT,atr_breakout,2017-04-05,1.85,,US.MSFT,40.68,OBSERVATION_EVICT,,19
2017-04-26,US.STX,SELL,106,29.050383663,-522.04,STOP_LOSS,atr_breakout,2017-04-11,6.68,,,,,,15
2017-05-01,US.ADP,SELL,20,85.013383624,243.82,STRAT_EXIT,atr_breakout,2016-11-02,3.16,,,,,,180
2017-05-04,US.TSLA,SELL,138,19.69713636,-254.52,STOP_LOSS,atr_breakout,2017-05-01,5.69,Bull,,,,,3
2017-05-17,US.COST,SELL,22,150.199289391,-8.97,ATR_TRAIL,atr_breakout,2017-04-26,6.61,,,,,,21
2017-05-18,US.MSFT,SELL,55,60.849856833,-3.35,ATR_TRAIL,atr_breakout,2017-04-24,6.69,Sideways,,,,,24
2017-05-19,US.XLI,SELL,5,56.606873905,3.4,ACTIVE_REPLACEMENT,boll_mr,2017-05-18,0.56,,US.QCOM,53.1,OBSERVATION_EVICT,,1
2017-05-24,US.ROST,SELL,4,56.471600775,1.35,ACTIVE_REPLACEMENT,boll_mr,2017-05-17,0.45,,US.INTU,40.84,OBSERVATION_EVICT,,7
2017-05-31,US.QCOM,SELL,83,44.547714105,-3.7,ATR_TRAIL,atr_breakout,2017-05-19,7.39,,,,,,12
2017-06-26,US.INTU,SELL,23,129.051474983,-2.97,ATR_TRAIL,atr_breakout,2017-05-24,5.94,,,,,,33
2017-06-27,US.FN,SELL,67,43.47,-187.83,STOP_LOSS,atr_breakout,2017-06-26,6.01,,,,,,1
2017-07-05,US.SBUX,SELL,89,47.583801569,-4.23,ATR_TRAIL,atr_breakout,2017-03-30,8.47,,,,,,97
2017-07-11,US.PEP,SELL,57,85.446377522,-4.87,ATR_TRAIL,atr_breakout,2017-04-12,9.74,,,,,,90
2017-07-14,US.GLW,SELL,28,24.614219691,11.95,ACTIVE_REPLACEMENT,atr_breakout,2017-06-28,1.37,,US.ASML,49.14,OBSERVATION_EVICT,,16
2017-07-18,US.TEAM,SELL,56,35.43,480.74,STRAT_EXIT,atr_breakout,2017-01-12,3.49,,,,,,187
2017-07-25,US.ISRG,SELL,47,104.989010448,711.64,STRAT_EXIT,atr_breakout,2017-04-19,9.15,,,,,,97
2017-07-27,US.NFLX,SELL,175,18.268,-19.3,ATR_TRAIL,atr_breakout,2017-07-18,6.41,,,,,,9
2017-08-02,US.ADP,SELL,36,94.770503614,-14.66,ATR_TRAIL,atr_breakout,2017-07-27,6.83,,,,,,6
2017-08-10,US.AAPL,SELL,95,36.177179442,-30.11,ATR_TRAIL,atr_breakout,2017-08-02,6.9,Correction,,,,,8
2017-08-21,US.LRCX,SELL,422,13.909845998,851.75,STRAT_EXIT,atr_breakout,2017-04-19,10.88,,,,,,124
2017-08-23,US.AMAT,SELL,51,40.029667028,350.7,STRAT_EXIT,atr_breakout,2017-02-21,3.73,,,,,,183
2017-09-08,US.XAR,SELL,42,70.246526641,125.05,STRAT_EXIT,atr_breakout,2017-07-05,5.77,,,,,,65
2017-09-13,US.REGN,SELL,6,430.752233239,-2.58,ATR_TRAIL,atr_breakout,2017-05-04,5.17,,,,,,132
2017-09-13,US.EQIX,SELL,6,387.717114419,-17.18,ATR_TRAIL,atr_breakout,2017-08-23,4.67,,,,,,21
2017-09-14,US.OKTA,SELL,122,28.785,-188.34,STOP_LOSS,atr_breakout,2017-09-08,7.21,,,,,,6
2017-09-18,US.COST,SELL,27,143.339301086,-53.9,STRAT_EXIT,atr_breakout,2017-09-13,7.79,,,,,,5
2017-09-18,US.AMZN,SELL,47,48.7095,-62.0,STRAT_EXIT,atr_breakout,2017-09-13,4.64,Sideways,,,,,5
2017-09-20,US.NXPI,SELL,32,99.166006113,71.54,STRAT_EXIT,atr_breakout,2017-05-31,6.27,,,,,,112
2017-09-20,US.MNST,SELL,143,27.69,-3.96,ATR_TRAIL,atr_breakout,2017-08-22,7.92,,,,,,29
2017-09-21,US.TSLA,SELL,134,24.43175568,-102.97,STRAT_EXIT,atr_breakout,2017-09-14,6.65,Bull,,,,,7
2017-09-21,US.NVDA,SELL,851,4.3965409575,-200.66,STOP_LOSS,atr_breakout,2017-09-18,7.68,Correction,,,,,3
2017-09-27,US.GLD,SELL,28,121.98,-9.86,ATR_TRAIL,atr_breakout,2017-08-10,6.84,,,,,,48
2017-09-27,US.KLAC,SELL,357,8.811615001,-3.15,ATR_TRAIL,atr_breakout,2017-09-18,6.29,,,,,,9
2017-09-27,US.HON,SELL,26,115.312203455,-32.56,STRAT_EXIT,atr_breakout,2017-09-21,6.03,,,,,,6
2017-09-28,US.HWM,SELL,149,25.58801968,-116.64,STRAT_EXIT,atr_breakout,2017-09-21,7.74,,,,,,7
2017-09-29,US.MU,SELL,82,37.021902415,-3.04,ATR_TRAIL,atr_breakout,2017-09-28,6.07,,,,,,1
2017-10-02,US.XAR,SELL,47,75.577104452,-3.55,ATR_TRAIL,atr_breakout,2017-09-27,7.1,,,,,,5
2017-10-23,US.COPX,SELL,230,22.068022393,863.66,STRAT_EXIT,atr_breakout,2017-07-11,9.28,,,,,,104
2017-10-25,US.STM,SELL,184,19.183752153,-3.53,ATR_TRAIL,atr_breakout,2017-10-23,7.06,,,,,,2
2017-11-08,US.ROST,SELL,47,58.536980757,-44.73,STRAT_EXIT,atr_breakout,2017-09-27,5.54,,,,,,42
2017-11-09,US.SNPS,SELL,30,85.69,-2.57,ATR_TRAIL,atr_breakout,2017-10-25,5.14,,,,,,15
2017-11-10,US.PPA,SELL,64,48.786215113,-3.12,ATR_TRAIL,atr_breakout,2017-10-02,6.24,,,,,,39
2017-11-14,US.URA,SELL,305,10.50247755825,-171.8,STOP_LOSS,atr_breakout,2017-11-09,6.58,,,,,,5
2017-11-15,US.XLI,SELL,52,60.649189478,-8.99,ATR_TRAIL,atr_breakout,2017-09-20,6.31,,,,,,56
2017-11-20,US.MNST,SELL,108,30.58,-3.3,ATR_TRAIL,atr_breakout,2017-11-10,6.61,,,,,,10
2017-11-24,US.CTAS,SELL,135,34.008988508,158.88,STRAT_EXIT,atr_breakout,2017-09-27,9.02,,,,,,58
2017-11-27,US.LSCC,SELL,558,6.08,-181.95,STOP_LOSS,atr_breakout,2017-11-08,6.96,,,,,,19
2017-11-29,US.AMAT,SELL,64,47.368136199,-3.03,ATR_TRAIL,atr_breakout,2017-09-29,6.06,,,,,,61
2017-11-29,US.OKTA,SELL,113,29.41,-214.63,STOP_LOSS,atr_breakout,2017-11-24,6.86,,,,,,5
2017-12-04,US.ISRG,SELL,19,123.3154335,-216.09,STOP_LOSS,atr_breakout,2017-11-27,4.9,,,,,,7
2017-12-04,US.ORLY,SELL,218,15.754666745,-3.43,ATR_TRAIL,atr_breakout,2017-11-29,6.87,,,,,,5
2017-12-07,US.CMCSA,SELL,105,27.930466638,-191.02,STOP_LOSS,atr_breakout,2017-12-04,6.05,,,,,,3
2017-12-11,US.DXCM,SELL,45,14.6125,-35.31,STOP_LOSS,atr_breakout,2017-12-08,1.35,,,,,,3
2017-12-14,US.MRVL,SELL,160,20.468235955,-3.27,ATR_TRAIL,atr_breakout,2017-11-20,6.55,,,,,,24
2017-12-19,US.TXN,SELL,9,82.222374397,26.63,ACTIVE_REPLACEMENT,atr_breakout,2017-12-14,1.45,,US.AA,46.76,OBSERVATION_EVICT,,5
2017-12-29,US.TTWO,SELL,64,109.78,3048.97,STRAT_EXIT,atr_breakout,2017-04-20,11.0,,,,,,253
2017-12-29,US.ASML,SELL,28,154.068390143,892.25,STRAT_EXIT,atr_breakout,2017-07-14,7.73,,,,,,168
2018-01-02,US.SLV,SELL,55,16.21,11.21,ACTIVE_REPLACEMENT,atr_breakout,2017-12-29,1.77,,US.ON,44.46,OBSERVATION_EVICT,,4
2018-01-03,US.ON,SELL,180,21.81,-3.93,ATR_TRAIL,atr_breakout,2018-01-02,7.85,,,,,,1
2018-01-31,US.CDNS,SELL,97,44.86,792.99,STRAT_EXIT,atr_breakout,2017-07-25,7.91,,,,,,190
2018-02-01,US.TTWO,SELL,31,120.3365,-200.07,STOP_LOSS,atr_breakout,2018-01-31,7.66,,,,,,1
2018-02-05,US.PEP,SELL,37,87.889016035,-17.53,ATR_TRAIL,atr_breakout,2017-11-14,6.52,,,,,,83
2018-02-05,US.ORLY,SELL,234,16.432666748,-64.69,ATR_TRAIL,atr_breakout,2017-12-04,7.75,,,,,,63
2018-02-05,US.NVDA,SELL,748,5.24650025,-3.92,ATR_TRAIL,atr_breakout,2018-01-03,7.85,Correction,,,,,33
2018-02-05,US.IDXX,SELL,20,180.39,-274.81,STOP_LOSS,atr_breakout,2018-02-01,7.49,,,,,,4
2018-02-06,US.COST,SELL,26,158.613738048,-4.12,ATR_TRAIL,atr_breakout,2017-11-29,8.25,,,,,,69
2018-02-08,US.AA,SELL,74,43.777198528,-41.29,ATR_TRAIL,atr_breakout,2017-12-19,6.52,,,,,,51
2018-03-01,US.GLD,SELL,39,123.65,-4.82,ATR_TRAIL,atr_breakout,2017-12-29,9.64,,,,,,62
2018-03-01,US.OKTA,SELL,35,36.4,-77.92,STOP_LOSS,atr_breakout,2018-02-28,2.62,,,,,,1
2018-03-05,US.NFLX,SELL,52,30.105,-1.57,ATR_TRAIL,atr_breakout,2018-03-02,3.13,,,,,,3
2018-03-06,US.PANW,SELL,26,30.536361116,11.99,ACTIVE_REPLACEMENT,atr_breakout,2018-03-05,1.58,,US.LRCX,51.61,OBSERVATION_EVICT,,1
2018-03-13,US.NFLX,SELL,171,31.5,-5.39,ATR_TRAIL,atr_breakout,2018-03-05,10.77,,,,,,8
2018-03-14,US.TEAM,SELL,25,59.98,43.75,ACTIVE_REPLACEMENT,atr_breakout,2018-03-02,2.95,,US.COHR,47.16,OBSERVATION_EVICT,,12
2018-03-19,US.WDAY,SELL,6,131.6,-8.71,ATR_TRAIL,atr_breakout,2018-03-05,1.59,,,,,,14
2018-03-21,US.DXCM,SELL,54,16.2275,-0.88,ATR_TRAIL,atr_breakout,2018-03-13,1.75,,,,,,8
2018-03-22,US.COHR,SELL,89,44.8,-3.99,ATR_TRAIL,atr_breakout,2018-03-14,7.97,,,,,,8
2018-03-23,US.VRTX,SELL,18,160.93,-223.04,STOP_LOSS,atr_breakout,2018-03-05,6.01,,,,,,18
2018-03-23,US.LRCX,SELL,190,18.029517741,-94.81,ATR_TRAIL,atr_breakout,2018-03-06,6.94,,,,,,17
2018-03-27,US.MU,SELL,132,50.744193432,-6.7,ATR_TRAIL,atr_breakout,2018-03-05,13.4,,,,,,22
2018-03-28,US.BKNG,SELL,95,79.669262447,-7.57,ATR_TRAIL,atr_breakout,2018-02-28,15.14,,,,,,28
2018-03-28,US.FANG,SELL,9,96.126579203,-60.45,STOP_LOSS,atr_breakout,2018-03-26,1.79,,,,,,2
2018-04-02,US.GLD,SELL,29,127.26,-13.84,STRAT_EXIT,atr_breakout,2018-03-23,7.39,,,,,,10
2018-04-03,US.GDX,SELL,45,20.087752245,-22.77,STRAT_EXIT,atr_breakout,2018-03-26,1.83,,,,,,8
2018-04-06,US.ROST,SELL,54,71.400605053,-119.78,STRAT_EXIT,atr_breakout,2018-04-05,7.83,,,,,,1
2018-04-10,US.PANW,SELL,205,31.096355512849996,-341.89,STOP_LOSS,atr_breakout,2018-04-05,13.09,,,,,,5
2018-04-13,US.VRSK,SELL,12,100.227221534,-13.18,STRAT_EXIT,atr_breakout,2018-04-10,2.42,,,,,,3
2018-04-17,US.BKR,SELL,37,26.84144195,19.59,ACTIVE_REPLACEMENT,atr_breakout,2018-04-12,1.97,,US.NFLX,45.81,OBSERVATION_EVICT,,5
2018-04-18,US.AA,SELL,25,56.55427561,207.57,ACTIVE_REPLACEMENT,atr_breakout,2018-04-09,2.62,,US.ISRG,41.07,OBSERVATION_EVICT,,9
2018-04-20,US.GDX,SELL,186,20.821216499,-10.69,STRAT_EXIT,atr_breakout,2018-04-11,7.75,,,,,,9
2018-04-23,US.COST,SELL,25,173.210341878,-31.88,STRAT_EXIT,atr_breakout,2018-04-16,8.69,,,,,,7
2018-04-23,US.NFLX,SELL,112,31.869,-198.11,STOP_LOSS,atr_breakout,2018-04-17,7.33,,,,,,6
2018-04-23,US.ISRG,SELL,21,149.158008405,-167.99,STOP_LOSS,atr_breakout,2018-04-18,6.43,,,,,,5
2018-04-24,US.CSCO,SELL,117,34.600815509,774.3,STRAT_EXIT,atr_breakout,2017-11-16,7.32,,,,,,159
2018-04-24,US.FTNT,SELL,426,11.214,-18.41,ATR_TRAIL,atr_breakout,2018-04-10,9.57,,,,,,14
2018-04-24,US.LMT,SELL,13,265.756005224,-234.17,STOP_LOSS,atr_breakout,2018-04-23,7.14,,,,,,1
2018-04-25,US.OKTA,SELL,73,41.153999999999996,-161.12,STOP_LOSS,atr_breakout,2018-04-23,6.17,,,,,,2
2018-04-26,US.CIEN,SELL,39,25.5075,-53.35,STOP_LOSS,atr_breakout,2018-04-24,2.04,,,,,,2
2018-05-02,US.PEP,SELL,13,75.210583351,-54.78,STOP_LOSS,boll_mr,2018-04-23,2.01,,,,,,9
2018-05-04,US.GE,SELL,49,65.16297181925,-171.24,STOP_LOSS,atr_breakout,2018-04-20,6.55,,,,,,14
2018-05-15,US.MELI,SELL,8,288.664200464,-2.31,ATR_TRAIL,atr_breakout,2017-12-11,4.62,,,,,,155
2018-06-04,US.TTD,SELL,410,8.022,-3.29,ATR_TRAIL,atr_breakout,2018-05-15,6.58,,,,,,20
2018-06-06,US.GILD,SELL,63,51.706650042,-3.26,ATR_TRAIL,atr_breakout,2018-06-04,6.52,,,,,,2
2018-06-14,US.URA,SELL,279,11.1759888353,-167.23,STOP_LOSS,atr_breakout,2018-06-06,6.4,,,,,,8
2018-06-18,US.CMCSA,SELL,129,24.248486113,-122.18,STRAT_EXIT,atr_breakout,2018-06-14,6.38,,,,,,4
2018-06-25,US.AAPL,SELL,82,42.922108061,-21.95,ATR_TRAIL,atr_breakout,2018-05-04,7.06,Bull,,,,,52
2018-06-25,US.GOOG,SELL,55,55.25220480195,-162.98,STOP_LOSS,atr_breakout,2018-06-18,6.24,,,,,,7
2018-07-05,US.EQIX,SELL,8,368.280334422,-2.95,ATR_TRAIL,atr_breakout,2018-06-26,5.89,,,,,,9
2018-07-09,US.AEP,SELL,57,50.327508637,-9.99,ATR_TRAIL,atr_breakout,2018-06-25,5.74,,,,,,14
2018-07-16,US.CPRT,SELL,466,14.6075,2855.6,STRAT_EXIT,atr_breakout,2017-09-20,10.75,,,,,,299
